gx,gy,gz,time,ang
-140,88,15,511504715,0.6339371722188729
-137,90,18,511505250,0.6335955212912943
-125,88,22,511505810,0.633174773756321
-130,61,11,511514163,0.6279880160166362
-148,53,25,511520826,0.6263291476761044
-150,56,32,511521361,0.6262292581359488
-151,58,34,511521923,0.6261337039233812
-156,61,30,511527976,0.62522971853406
-115,46,27,511537134,0.6198628517871055
-117,48,26,511537690,0.619546175809464
-118,52,21,511538225,0.6192171270008567
-114,51,19,511538834,0.6188077705181462
-114,40,22,511543431,0.6161213109191667
-109,36,21,511543967,0.61578653612553
-141,57,31,511551786,0.613651954666928
-137,60,33,511552321,0.613482399517675
-137,66,34,511552874,0.6132932561670741
-140,66,37,511553439,0.6131337250546204
-170,71,36,511558444,0.6133511177340816
-174,73,41,511558980,0.6134158508165513
-249,51,36,511566770,0.6219796293816681
-257,53,35,511567305,0.6226088348766889
-265,53,33,511567866,0.6233134951100707
-270,52,31,511568417,0.6240330319027411
-300,62,42,511574434,0.6342359559375859
-297,70,36,511574971,0.6350800736377814
-250,84,36,511584180,0.6436917305667398
-243,84,46,511584803,0.6442720324484874
-237,82,47,511585891,0.6452275575363464
-157,94,28,511594163,0.642820136659638
-155,97,28,511594719,0.6426384960920639
-156,91,29,511595254,0.642491454521147
-158,88,33,511595805,0.6423795693717147
-127,110,36,511604159,0.6368953295970486
-134,123,52,511610972,0.6335457448445738
-88,101,29,511619779,0.6239398997993597
-83,98,26,511620314,0.6233267501089176
-83,100,23,511620895,0.6226410912932883
-79,102,18,511621483,0.6218897526782742
-52,107,19,511627444,0.6123815540854
-47,102,21,511627980,0.611525581997466
-70,135,42,511637174,0.5996813213651377
-77,138,46,511637719,0.5990486357689732
-92,148,57,511638805,0.5980328043289068
-130,140,70,511646871,0.5954022566566142
-124,132,73,511647405,0.5952400584565863
-127,128,71,511648492,0.5949499965765461
-152,63,62,511656132,0.5967241292147701
-157,66,52,511656678,0.5968251681786235
-150,63,46,511657212,0.5968600898652766
-140,55,50,511657772,0.5968786471858128
-132,28,52,511663423,0.597437351378278
-128,23,46,511663980,0.5974541760997769
-119,34,53,511672802,0.5971762859225324
-115,34,51,511673351,0.5971345426161545
-118,35,44,511673940,0.597065186314364
-124,37,40,511674476,0.5970098478095708
-122,39,37,511680452,0.596084253659451
-126,41,36,511681006,0.5960151375890999
-146,55,40,511690190,0.5965730006382843
-145,48,38,511690819,0.5966185014224228
-154,45,40,511691354,0.596725227537942
-175,69,45,511696449,0.5984914033810264
-179,75,48,511697066,0.5987325248018651
-176,93,36,511698228,0.5989043266994052
-220,138,45,511706161,0.6026533194176303
-211,143,51,511706717,0.6028948247681772
-199,144,60,511707804,0.6033373724705114
-235,110,55,511716119,0.6106556506431072
-233,108,56,511716674,0.6111474949734411
-227,105,58,511717209,0.611608217940907
-213,95,52,511722969,0.6156612506974161
-146,76,56,511732141,0.6172089814512789
-145,78,61,511732697,0.6173284901132237
-144,79,66,511733232,0.6174657536334196
-147,84,67,511733863,0.6176406253013248
-120,89,58,511738436,0.6171914135725184
-126,90,57,511738973,0.6171664641165221
-122,105,42,511746807,0.6148054119345681
-120,104,47,511747342,0.6146728821336475
-120,100,50,511747879,0.6145677277619748
-120,102,53,511748438,0.6144735585009797
-131,120,24,511754425,0.6117422349212526
-131,112,19,511754961,0.6114885055762913
-148,145,34,511764165,0.6091042155277803
-144,137,36,511764781,0.6089648642016762
-128,133,37,511765863,0.6085917777775275
-138,104,25,511774153,0.6063120910522544
-136,102,36,511774711,0.6062289151362896
-132,101,43,511775246,0.6061762825847254
-133,96,43,511775806,0.6061370758845825
-157,37,32,511784163,0.6081005693734963
-162,34,29,511784713,0.6082437628260977
-164,26,24,511785248,0.6083769562824223
-166,21,25,511785831,0.6085504982824572
-154,29,17,511791443,0.6089457775003604
-156,18,24,511791979,0.6090618624223153
-149,36,26,511801205,0.6101449011020942
-151,41,25,511801805,0.6102108541867977
-157,44,28,511802883,0.6104123122917622
-220,129,39,511811140,0.6148671379332303
-224,128,44,511811699,0.6152286936435888
-237,138,47,511812792,0.6160602989169082
-289,168,32,511819933,0.622820370618615
-295,168,28,511820468,0.6233428031277307
-297,171,28,511821030,0.6238981152632863
-303,179,23,511821591,0.6244363214720847
-266,153,7,511827867,0.627823923438651
-259,147,4,511828402,0.6280774839503251
-254,143,-2,511828956,0.6282831074166512
-248,145,-3,511829491,0.6284441151968896
-215,134,-19,511835987,0.6274809170663608
-173,105,-21,511844783,0.6233943759377343
-171,106,-20,511845318,0.6231420398628802
-167,114,-21,511845898,0.6228280515395853
-170,127,-25,511846485,0.6224779356075352
-171,140,-13,511852448,0.6196568670593517
-167,141,-14,511852984,0.6193791309176108
-175,118,-17,511862176,0.6155272288006652
-179,112,-10,511862735,0.615370583558001
-190,94,-6,511863830,0.6152727699156373
-199,106,-40,511871936,0.6116948769616575
-203,105,-41,511872471,0.6114749449211275
-206,96,-40,511873592,0.611081618617441
-260,118,-39,511879927,0.6118401614525574
-260,115,-36,511880462,0.6119326060966425
-249,110,-36,511881024,0.6119784923921733
-245,105,-39,511881587,0.6119898425070004
-322,130,-42,511888521,0.6167317894285032
-325,131,-39,511889085,0.6171690288403229
-392,172,-49,511896043,0.6261733662380624
-348,178,-60,511904136,0.6329134401303361
-350,179,-69,511904692,0.6333649886274001
-344,182,-68,511905227,0.6337741033653401
-336,186,-62,511905806,0.6342084182084529
-279,168,-95,511911438,0.6333035067068996
-276,170,-93,511911974,0.6332266780148136
-184,188,-95,511920500,0.6235283082311535
-180,182,-100,511921095,0.6228131850845015
-166,178,-108,511922306,0.6210784532269115
-133,152,-139,511930190,0.604576829699528
-128,155,-146,511930759,0.603321260694565
-116,155,-139,511931845,0.6008650495609691
-91,137,-144,511939850,0.580242948650551
-93,136,-144,511940385,0.5788819275968313
-97,142,-146,511940948,0.5774639392999795
-99,141,-146,511941482,0.5761316711793101
-117,151,-116,511947952,0.5633967116086002
-118,157,-111,511948486,0.5623868789521728
-120,155,-117,511949049,0.561300496675102
-172,113,-133,511954975,0.5523089587218838
-281,100,-142,511962632,0.549815202648848
-303,97,-140,511963167,0.5498138817546304
-316,102,-137,511963727,0.5499200734495233
-328,111,-131,511964262,0.5501354343748651
-486,139,-108,511970964,0.5676174534784287
-540,104,-155,511980145,0.5961528277615068
-544,104,-146,511980703,0.5980676957050558
-540,106,-143,511981297,0.6001035514915806
-540,105,-141,511981863,0.6020637355761915
-451,58,-139,511987426,0.6151844993516722
-449,53,-142,511987962,0.6164585344591974
-354,-14,-124,511997128,0.6280950326747784
-360,-12,-120,511997679,0.6288958598941072
-364,-26,-109,511998773,0.6306329410529604
-369,-53,-83,512006947,0.6460340816644314
-373,-56,-83,512007482,0.6471028290056678
-371,-58,-80,512008601,0.6493408774335103
-349,-85,-108,512014934,0.6593227298685774
-343,-83,-112,512015469,0.6601392012049734
-336,-83,-119,512016031,0.6609232352134098
-316,-86,-121,512016594,0.6615497290941199
-244,-35,-191,512024154,0.6595482896152506
-237,-37,-192,512024708,0.6593821321691373
-227,-36,-192,512025243,0.6591499701407112
-207,-32,-192,512025832,0.658730104064353
-168,-20,-229,512031433,0.6507633843713011
-168,-19,-239,512031970,0.6500020679671318
-135,-24,-285,512037453,0.6388144208007495
-125,-46,-294,512039087,0.6353731467477162
-58,-113,-390,512047162,0.6097920524042125
-46,-116,-393,512047710,0.6080973773853771
-31,-122,-397,512048245,0.6063413283124552
-24,-123,-397,512048866,0.6042631224099049
40,-117,-470,512054442,0.580459125840829
42,-128,-481,512054979,0.5783020682452694
182,-356,-635,512064185,0.5350447969815216
197,-366,-640,512064785,0.5329216667454707
225,-391,-648,512065870,0.529051601934511
303,-490,-671,512074142,0.5103425483746797
302,-495,-676,512074696,0.5102184382509031
302,-499,-684,512075231,0.5102641802870149
300,-504,-692,512075790,0.5105072819303285
310,-540,-740,512082933,0.5300070131100959
307,-535,-741,512083467,0.5324746762120567
301,-539,-743,512084030,0.5352821724157331
300,-547,-746,512084589,0.5382701942525567
241,-643,-789,512090959,0.5931114424055314
57,-788,-816,512100142,0.7228226214734836
39,-791,-824,512100697,0.7312923436334372
18,-798,-835,512101298,0.7406928668201105
12,-815,-840,512101878,0.7499648859156546
1,-891,-873,512106414,0.8293248789855183
-6,-894,-875,512106969,0.8392381584712293
7,-938,-987,512115505,1.0078896983942145
17,-939,-994,512116097,1.0198225690015574
20,-949,-1012,512117308,1.0446397829593377
69,-1012,-1146,512125190,1.223321181890239
71,-1020,-1161,512125757,1.2364579989307354
70,-1037,-1186,512126852,1.2623634296729969
196,-1135,-1356,512134827,1.473720544807526
200,-1149,-1369,512135362,1.4881973424960417
212,-1156,-1381,512135924,1.5035255435396035
227,-1155,-1398,512136459,1.5182109853574757
308,-1218,-1541,512144147,1.7473376835062322
306,-1222,-1547,512144703,1.7641055583004965
305,-1219,-1554,512145238,1.780277498935133
300,-1213,-1559,512145808,1.7975176293500732
335,-1251,-1680,512150975,1.9632710580247827
622,-1167,-1941,512158777,2.2319779411878926
545,-1178,-1906,512159312,2.2504324350842233
494,-1193,-1882,512159864,2.269416381613092
452,-1220,-1871,512160399,2.2879035728260755
496,-1573,-1978,512166441,2.5270244268158972
503,-1600,-1974,512166977,2.5484215537909134
666,-1733,-1862,512176155,2.9190904061087344
667,-1729,-1860,512176805,2.9454096294671537
680,-1734,-1858,512177887,2.989301588873869
666,-1887,-1891,512186139,3.3409680316172445
656,-1893,-1892,512186696,3.3647901800399778
634,-1903,-1898,512187789,3.4116932818807335
416,-2094,-1911,512196106,3.7831887687831283
406,-2105,-1915,512196661,3.80807326177361
-109,-2308,-1978,512206113,4.249110456524464
-137,-2325,-1984,512206716,4.277397116818356
-175,-2345,-1990,512207308,4.305294257061029
-375,-2506,-2045,512212404,4.555647659805225
-378,-2518,-2046,512212955,4.582827937248184
-377,-2535,-2054,512213510,4.6103624288291805
-501,-2624,-2090,512218383,4.858041483014254
-507,-2636,-2085,512218947,4.886790523432622
-767,-2804,-2141,512226048,5.26440811979934
-932,-2964,-2243,512234119,5.717852617356525
-945,-2976,-2247,512234676,5.749354971679297
-954,-2986,-2248,512235211,5.779687513385373
-956,-2993,-2252,512235804,5.813393800355105
-971,-3135,-2339,512241421,6.147370403470283
-982,-3147,-2346,512241957,6.179418783173655
-948,-3232,-2490,512251097,6.749965022996876
-958,-3221,-2505,512251697,6.787526406900349
-965,-3199,-2527,512252835,6.858765181361836
-855,-3292,-2577,512260941,7.379947100166803
-844,-3307,-2579,512261476,7.414492635352757
-815,-3333,-2600,512262597,7.487466009393171
-927,-3349,-2793,512269944,7.981913284750098
-930,-3352,-2791,512270479,8.017960442556014
-911,-3369,-2786,512271041,8.055911410014964
-888,-3378,-2785,512271598,8.093579379860579
-529,-3514,-2783,512279156,8.616125923307397
-514,-3529,-2780,512279713,8.654723099635982
-494,-3541,-2780,512280247,8.691799265359707
-475,-3549,-2790,512280808,8.730856913211673
-398,-3600,-2763,512286436,9.12443912368244
-410,-3609,-2759,512286972,9.1619640156552
-362,-3746,-2744,512292456,9.553767490378952
-366,-3794,-2752,512294090,9.671574447945405
-320,-3936,-2771,512302165,10.268714371813157
-295,-3952,-2763,512302714,10.309381148370246
-270,-3968,-2754,512303248,10.348987584891274
-252,-3976,-2746,512303869,10.395055255061768
-268,-4130,-2767,512309415,10.81773666138994
-273,-4149,-2769,512309970,10.860182601873552
-465,-4392,-2843,512319186,11.598779911670073
-481,-4399,-2846,512319810,11.648889770467907
-502,-4431,-2850,512320879,11.73519433172724
-720,-4650,-2934,512329142,12.431345580839931
-723,-4658,-2937,512329699,12.478372349566419
-724,-4667,-2946,512330233,12.52356397555316
-729,-4676,-2954,512330794,12.571148015415933
-914,-4755,-2981,512337936,13.186324353116984
-917,-4766,-2980,512338470,13.232415437405031
-920,-4780,-2975,512339033,13.28108221579567
-926,-4790,-2973,512339592,13.329465313466187
-1450,-4842,-3089,512345962,13.893686332507741
-1341,-5027,-3137,512355142,14.732494911293648
-1322,-5021,-3144,512355700,14.783524431872797
-1300,-5021,-3142,512356295,14.837924157226468
-1269,-5029,-3140,512356883,14.891723802156733
-1294,-4998,-3252,512362424,15.40272870608263
-1345,-4998,-3276,512362960,15.452321698275428
-1460,-5165,-3365,512372129,16.328309707516137
-1477,-5173,-3376,512372677,16.380823517024282
-1478,-5191,-3384,512373770,16.48589808836362
-1496,-5265,-3469,512381943,17.28601040089822
-1495,-5266,-3467,512382477,17.33831553584324
-1493,-5267,-3471,512383597,17.44808341029326
-1554,-5305,-3511,512389933,18.074999943716968
-1572,-5312,-3516,512390468,18.128039759078153
-1593,-5319,-3522,512391031,18.183950943507465
-1607,-5320,-3524,512391594,18.239891875781083
-1717,-5376,-3533,512399149,18.997742873213294
-1748,-5377,-3540,512399705,19.05361195631526
-1788,-5374,-3545,512400240,19.107404900623163
-1815,-5373,-3548,512400833,19.167062674430728
-1985,-5429,-3528,512405960,19.686798988860765
-2183,-5508,-3559,512415139,20.63259678113501
-2184,-5508,-3562,512415697,20.690173246813735
-2172,-5513,-3557,512416296,20.75198820854847
-2159,-5529,-3556,512416881,20.812465478432216
-2123,-5608,-3602,512422420,21.392803150487083
-2125,-5610,-3614,512422956,21.449064600173884
-2189,-5605,-3721,512432130,22.421851746968958
-2192,-5609,-3728,512432672,22.479433928930504
-2198,-5616,-3737,512433769,22.596187342757034
-2202,-5568,-3855,512442147,23.49225743890864
-2208,-5563,-3866,512442705,23.552001306684602
-2208,-5556,-3874,512443240,23.609277990993913
-2247,-5482,-3935,512448956,24.219702908633817
-2169,-5530,-4122,512464131,25.873901309460734
-2161,-5528,-4136,512464685,25.934383954326485
-2149,-5534,-4140,512465220,25.992840768565
-2131,-5544,-4143,512465772,26.05322088269418
-1985,-5565,-4187,512473978,26.95395684259793
-1979,-5567,-4183,512474513,27.012684217350134
-1969,-5564,-4174,512475075,27.074300743100032
